"Molecule.ChEMBL.ID","Smiles","Standard.Type","Standard.Relation","Standard.Value","Standard.Units","pChEMBL.Value","Target.ChEMBL.ID","Target.Name","Document.ChEMBL.ID","Assay.Description","Document.Journal","Document.Year","X.RO5.Violations","Molecular.Weight","AlogP"
"CHEMBL595694","O=C1NCC2c3c(cccc31)CCN2C(=O)OCc1ccccc1","IC50","'='",14,"nM",7.85,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1153250","Inhibition of human PARP1 by scintillation proximity assay","Bioorg. Med. Chem. Lett.",2010,"0",322.36,"2.67"
"CHEMBL3291322","Cn1c(C(=O)NCCCN2CCOCC2)cc2[nH]c(=O)c3ccccc3c21","IC50","'='",100,"nM",7,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3286212","Inhibition of human recombinant PARP-1 after 1 hr by ELISA","Bioorg. Med. Chem. Lett.",2014,"0",368.44,"1.47"
"CHEMBL3290470","NC(=O)c1cccc2c1O/C(=C\c1ccc(Cl)cc1)C2=O","IC50","'='",6090,"nM",5.21,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3286176","Inhibition of PARP-1 (unknown origin) using biotinylated NAD+ as substrate after 60 mins by spectrophotometry","J. Med. Chem.",2014,"0",299.71,"3.06"
"CHEMBL3290476","NC(=O)c1cccc2c1O/C(=C\c1ccc(O)c(O)c1)C2=O","IC50","'='",531,"nM",6.28,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3286176","Inhibition of PARP-1 (unknown origin) using biotinylated NAD+ as substrate after 60 mins by spectrophotometry","J. Med. Chem.",2014,"0",297.27,"1.81"
"CHEMBL3105888","NC(=O)n1ccc2ccc(-c3ccc(CN4CCCC4)cc3)nc21","IC50","'='",280,"nM",6.55,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3102753","Inhibition of recombinant human GST-fused PARP-1 expressed in Escherichia coli after 30 mins by fluorescence assay","Bioorg. Med. Chem.",2014,"0",320.4,"3.23"
"CHEMBL3113565","NC(=O)c1cccc2[nH]c(-c3ccc(OCCF)cc3)nc12","IC50","'='",10.8,"nM",7.97,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3112532","Inhibition of PARP-1 (unknown origin) assessed as NAD+ consumption after 20 mins by fluorometric analysis in presence of activated DNA","Bioorg. Med. Chem.",2014,"0",299.31,"2.68"
"CHEMBL4060793","NC(=O)c1cccc2[nH]c(C(=O)N3CCC(NC4CCNCC4)C3)nc12","IC50","'='",60,"nM",7.22,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL4028811","Inhibition of recombinant human PARP1 expressed in Escherichia coli BL21(DE3) using histone as substrate measured after 1 hr in presence of biotinylated NAD+ by ELISA","Eur J Med Chem",2017,"0",356.43,"0.22"
"CHEMBL1688212","O=C1NCCc2ccccc21","IC50","'='",1e+05,"nM",4,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3627698","Inhibition of PARP1 (unknown origin) by fluorescence analysis","Bioorg. Med. Chem. Lett.",2015,"0",147.18,"0.97"
"CHEMBL3629673","O=C1NCCc2ccc(Br)cc21","IC50","'='",1e+05,"nM",4,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3627698","Inhibition of PARP1 (unknown origin) by fluorescence analysis","Bioorg. Med. Chem. Lett.",2015,"0",226.07,"1.74"
"CHEMBL3629674","Cc1ccc2c(c1)C(=O)NCC2","IC50","'='",1e+05,"nM",4,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3627698","Inhibition of PARP1 (unknown origin) by fluorescence analysis","Bioorg. Med. Chem. Lett.",2015,"0",161.2,"1.28"
"CHEMBL3644565","O=c1[nH]nc2[nH]c(CN3CCN(c4ccc(Cl)cc4)CC3)nc3cccc1c32","IC50","'='",9,"nM",8.05,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3638595","Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.","",2014,"0",394.87,"2.78"
"CHEMBL4075671","NC(=O)c1cccc2[nH]c(C(=O)NC3CCN(C4CCNCC4)CC3)nc12","IC50","'='",316,"nM",6.5,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL4028811","Inhibition of recombinant human PARP1 expressed in Escherichia coli BL21(DE3) using histone as substrate measured after 1 hr in presence of biotinylated NAD+ by ELISA","Eur J Med Chem",2017,"0",370.46,"0.61"
"CHEMBL1891423","Oc1ncnc2ccsc12","IC50","'='",14000,"nM",4.85,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL2440085","Inhibition of PARP-1 (unknown origin) after 60 mins by colorimetric assay","Bioorg. Med. Chem. Lett.",2013,"0",152.18,"1.40"
"CHEMBL3963289","CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N1Cc2n[nH]c(=O)c3cccc4[nH]c(c2c43)C1","IC50","'='",100,"nM",7,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3886532","PARP-1 Enzymatic Assay: PARP-1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP-1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0, 100 mM NaCl, 20 mM MgCl2, and 1% DMSO for 30 min at RT. The auto-PARylation reaction was initiated by addition of 500 nM NAD and 20 ng/ul activated DNA (Sigma) and incubated at RT for 40 min. The remaining NAD was detected by incubation with cycling assay solution containing 1% ethanol, 0.30 U/ml alcohol dehydrogenase, 25 uM resazurin, and 0.25 U/ml diaphorase for 50 min at RT. The concentration of NAD is proportional to the fluorescence signal at Ex 540 nm/Em 590 nm.","",2016,"0",473.53,"3.38"
"CHEMBL2323222","O=C1NCC2c3c(cccc31)CCN2C(=O)C1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1","IC50","'='",1.9,"nM",8.72,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL2321760","Inhibition of human recombinant PARP1 after 1 hr by ELISA","J. Med. Chem.",2013,"1",579.63,"3.37"
"CHEMBL3644569","O=c1[nH]nc2[nH]c(CNCc3cccc(C(F)(F)F)c3)nc3cccc1c32","IC50","'='",21,"nM",7.68,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3638595","Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.","",2014,"0",373.34,"3.11"
"CHEMBL1090018","O=c1[nH]c2ccc(OC3CCN(c4ccccc4)CC3)cc2c2c1CSCC2","IC50","'='",695,"nM",6.16,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1156288","Inhibition of PARP1","Bioorg. Med. Chem. Lett.",2010,"0",392.52,"4.37"
"CHEMBL3290486","NC(=O)c1cccc2c1O/C(=C\c1ccc(OCC(=O)N3CCOCC3)cc1)C2=O","IC50","'='",223,"nM",6.65,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3286176","Inhibition of PARP-1 (unknown origin) using biotinylated NAD+ as substrate after 60 mins by spectrophotometry","J. Med. Chem.",2014,"0",408.41,"1.64"
"CHEMBL1935276","O=C1CCC(c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)=NN1","IC50","'='",17,"nM",7.77,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1933047","Inhibition of recombinant human PARP1 by in vitro assay","Bioorg. Med. Chem. Lett.",2012,"0",372.38,"2.31"
"CHEMBL1935268","CC(C)(C)OC(=O)N1CCN(C(=O)CCC(=O)c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)CC1","IC50","'='",10,"nM",8,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1933047","Inhibition of recombinant human PARP1 by in vitro assay","Bioorg. Med. Chem. Lett.",2012,"1",544.61,"3.74"
"CHEMBL3956961","O=C(c1ccc(F)cc1)C1CCN(C2CCN(Cc3nc4c(c(=O)[nH]3)COCC4)C2=O)CC1","IC50","'='",23600,"nM",4.63,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3886167","Biochemical Assay: The autoparsylation activity of the TNKS 1/2 or PARP1/2 enzymes was measured by the liquid chromatography-mass spectrometry (LC/MS) detection of nicotinamide as readout. Compound activity in inhibiting the TNKS and PARP autoparsylation was evaluated by IC50 measurements. In the compound screening assays, the reaction is composed of 5 uL of compound in 8-point serial dilutions with concentrations ranging from 0.0086 to 18.75 uM, 20 nM of purified enzyme, and 250 uM of p-NAD+ in the 1x Assay Buffer. After 60 min incubation at room temperature, the reactions were quenched by the addition of 10 uL of 5x quenching solution (20% formic acid and 500 nM [d]-nicotinamide in water). For the background control wells, 10 uL of the 5x quenching solution per well was added prior to the addition of p-NAD+. The % Inhibition was calculated as: (Control-Sample)/(Control-Background)*100. 'Control' is the average value of 8 wells without compound; and 'Background' is the average of 8 wells mixed with 5x quenching solution measured prior to initiation of the reaction.","",2015,"0",454.5,"1.68"
"CHEMBL3696945","COC(=O)c1ccc2c(c1)[nH]c(=O)c1ccncc12","IC50","'='",800,"nM",6.1,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3638475","Chemiluminescent PARP Assay: PARP assays are conducted using a chemiluminescent PARP assay kit (Trevigen). Briefly, reactions are performed in Histone-coated strip wells, by adding 10 microliters test compound dissolved in 1x PARP Buffer (prepared by mixing 20x PARP buffer diluted with high-purity water) and 15 microliters diluted PARP-HSA enzyme (diluted in 1x PARP buffer, 0.1 unit per well) to 25 microliters PARP cocktail (prepared from 10x PARP cocktail and 10x activated DNA, both 2.5 microliters per well and 20 microliters per well of 1x PARP buffer). The reactions are incubated at ambient temperature for 60 minutes, then the liquid was removed. After washing the wells four times with PBS (200 ul), 50 microliters of STREP-HRP (Horseradish Peroxidase) solution (diluted 500-fold in 1x Strep-Diluent) was added and the reactions were allowed to incubate for 30 minutes at ambient temperature.","",2015,"0",254.25,"1.86"
"CHEMBL1092143","CC(C)CCN1CCC(Oc2ccc3[nH]c(=O)c4c(c3c2)CCSC4)CC1","IC50","'='",71,"nM",7.15,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1156288","Inhibition of PARP1","Bioorg. Med. Chem. Lett.",2010,"0",386.56,"4.21"
"CHEMBL1093295","O=c1[nH]c2ccc(OC3CCCNC3)cc2c2c1CSCC2","IC50","'='",28,"nM",7.55,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1156288","Inhibition of PARP1","Bioorg. Med. Chem. Lett.",2010,"0",316.43,"2.45"
"CHEMBL1092776","CN1CCCC(Oc2ccc3[nH]c(=O)c4c(c3c2)CCSC4)C1","IC50","'='",39,"nM",7.41,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1156288","Inhibition of PARP1","Bioorg. Med. Chem. Lett.",2010,"0",330.45,"2.79"
"CHEMBL1935273","CC(C)(C)OC(=O)[C@@H]1CCCN1C(=O)CCC(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4","IC50","'='",7,"nM",8.15,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1933047","Inhibition of recombinant human PARP1 by in vitro assay","Bioorg. Med. Chem. Lett.",2012,"1",529.59,"3.99"
"CHEMBL508796","Cc1nn(C)c2[nH]c(=O)c3c(c12)CCC3","IC50","'='",29.8,"nM",7.53,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1141680","Inhibition of PARP1 in human HeLa cells by fluid scintillation counting using [adenylated-32P]NAD as substrate","Bioorg. Med. Chem. Lett.",2008,"0",203.25,"1.06"
"CHEMBL1767065","O=C(O)CNc1cccc2c(=O)[nH]ccc12","IC50","'='",1600,"nM",5.8,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1765088","Inhibition of full length human PARP-1 after 10 mins by FlashPlate scintillation proximity assay","J. Med. Chem.",2011,"0",218.21,"1.02"
"CHEMBL1584950","O=C(Oc1cccc2c(O)nccc12)c1ccccc1","IC50","'='",4100,"nM",5.39,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1765088","Inhibition of full length human PARP-1 after 10 mins by FlashPlate scintillation proximity assay","J. Med. Chem.",2011,"0",265.27,"3.16"
"CHEMBL4169012","N#Cc1ccccc1N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)cc(F)c2F)CC1","IC50","'='",0.02,"nM",10.7,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL4130350","Inhibition of PARP1 (unknown origin) by ELISA","Eur J Med Chem",2017,"0",485.49,"3.63"
"CHEMBL4165586","COc1ccc(N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)cc(F)c3F)CC2)cc1","IC50","'='",112.2,"nM",6.95,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL4130350","Inhibition of PARP1 (unknown origin) by ELISA","Eur J Med Chem",2017,"0",490.51,"3.76"
"CHEMBL3649754","O=c1[nH]c2cc(CN3CCOCC3)ccc2c2c1CCCN2","IC50","'='",620,"nM",6.21,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3638589","Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol., 27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.","",2014,"0",299.37,"1.72"
"CHEMBL1935277","CN1N=C(c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)CCC1=O","IC50","'='",12,"nM",7.92,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1933047","Inhibition of recombinant human PARP1 by in vitro assay","Bioorg. Med. Chem. Lett.",2012,"0",386.41,"2.65"
"CHEMBL2419891","O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2c1CCCC2","IC50","'='",11200,"nM",4.95,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL2417384","Inhibition of PARP1 (unknown origin) assessed as nicotinamide concentration by LC-MS analysis","J. Med. Chem.",2013,"0",294.28,"3.33"
"CHEMBL4162463","O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(C2CCCCCC2)CC1","IC50","'='",0.8,"nM",9.1,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL4130350","Inhibition of PARP1 (unknown origin) by ELISA","Eur J Med Chem",2017,"0",480.56,"4.27"
"CHEMBL203548","O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCCN(C2CCCCC2)CC1","IC50","'='",6,"nM",8.22,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1138134","Inhibitory activity against PARP1","Bioorg. Med. Chem. Lett.",2006,"0",444.58,"4.41"
"CHEMBL2440672","O=C1N[C@@H]2N(Cc3ccccc3C23CCOCC3)c2ccccc21","IC50","'='",1960,"nM",5.71,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL2440085","Inhibition of PARP-1 (unknown origin) after 60 mins by colorimetric assay","Bioorg. Med. Chem. Lett.",2013,"0",320.39,"2.82"
"CHEMBL3092520","C[C@@H](CO)NC(=O)CCc1nc2ccccc2c(=O)[nH]1","IC50","'='",1980,"nM",5.7,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3091384","Inhibition of catalytic domain of ATRD1 (unknown origin)","J. Med. Chem.",2013,"0",275.31,"0.35"
"CHEMBL595928","COc1ccc(CC(=O)N2CCc3cccc4c3C2CNC4=O)cc1","IC50","'='",6,"nM",8.22,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1153250","Inhibition of human PARP1 by scintillation proximity assay","Bioorg. Med. Chem. Lett.",2010,"0",336.39,"2.11"
"CHEMBL594522","O=C1NCC2c3c(cccc31)CCN2C(=O)Cc1ccc(OCc2ccccc2)cc1","IC50","'='",16,"nM",7.8,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1153250","Inhibition of human PARP1 by scintillation proximity assay","Bioorg. Med. Chem. Lett.",2010,"0",412.49,"3.68"
"CHEMBL610165","O=C1NCC2c3c(cccc31)CCN2C(=O)[C@@H]1CCCN1","IC50","'='",4,"nM",8.4,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1153250","Inhibition of human PARP1 by scintillation proximity assay","Bioorg. Med. Chem. Lett.",2010,"0",285.35,"0.61"
"CHEMBL591528","Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)C4(N(C)C)CC4)CC3)c2)n[nH]c(=O)c1C","IC50","'='",5.7,"nM",8.24,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1158507","Inhibition of PARP1","Bioorg. Med. Chem. Lett.",2010,"0",455.53,"1.50"
"CHEMBL2377260","O=c1[nH]c(CCCN2CCC(c3ccc(Cl)cc3)CC2)nc2ccccc12","IC50","'='",388,"nM",6.41,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL2375246","Inhibition of PARP1 (unknown origin) after 15 mins by fluorometric analysis","Bioorg. Med. Chem. Lett.",2013,"0",381.91,"4.39"
"CHEMBL3105892","NC(=O)n1ccc2ccc(N3CCCCC3)nc21","IC50","'='",3000,"nM",5.52,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3102753","Inhibition of recombinant human GST-fused PARP-1 expressed in Escherichia coli after 30 mins by fluorescence assay","Bioorg. Med. Chem.",2014,"0",244.3,"1.95"
"CHEMBL195464","O=C(Nc1cccc(Cc2nnc(O)c3ccccc23)c1)C(F)(F)F","IC50","'='",13,"nM",7.89,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1141921","Inhibitory concentration against human poly (ADP-ribose) polymerase 1 (PARP-1)","Bioorg. Med. Chem. Lett.",2005,"0",347.3,"3.43"
"CHEMBL193638","CCOC(=O)Nc1cccc(Cc2nnc(O)c3ccccc23)c1","IC50","'='",116,"nM",6.94,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1141921","Inhibitory concentration against human poly (ADP-ribose) polymerase 1 (PARP-1)","Bioorg. Med. Chem. Lett.",2005,"0",323.35,"3.49"
"CHEMBL310120","N[C@@H](CCC(=O)N1CCc2nc(O)c3ccccc3c2C1)C(=O)O","IC50","'='",89,"nM",7.05,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1136129","Inhibition of human recombinant Poly (ADP-ribose) polymerase 1","Bioorg. Med. Chem. Lett.",2003,"0",329.36,"1.02"
"CHEMBL563751","O=c1[nH]c2cc(-c3ccc(Cl)cc3)nn2c2ccccc12","IC50","'='",500,"nM",6.3,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1152388","Inhibition of PARP1 by scintillation proximity assay","Bioorg. Med. Chem. Lett.",2009,"0",295.73,"3.50"
"CHEMBL3577626","O=C1CCN(c2ccccc2C(=O)NCCc2ccc(Cl)cc2Cl)C(=O)N1","IC50","'='",110,"nM",6.96,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3576815","Inhibition of full length PARP1 (unknown origin) expressed in Escherichia coli BL21 (DE3) assessed as reduction in ADP-ribosyl transferase activity using NAD+ by chemiluminescence detection based assay","J. Med. Chem.",2015,"0",406.27,"3.41"
"CHEMBL596518","Cc1cccn2c1nc1c3ccccc3c(=O)[nH]c12","IC50","'='",3310,"nM",5.48,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1152644","Inhibition of PARP1","Bioorg. Med. Chem.",2009,"0",249.27,"2.64"
"CHEMBL4460350","CCNCc1ccc(-c2nc3cncc4c3n2CCNC4=O)cc1","IC50","'='",11,"nM",7.96,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL4431370","Inhibition of PARP-1 (unknown origin) after 1 hr in presence of NAD+/biotinylated NAD+/slDNA by ELISA","Bioorg Med Chem",2016,"0",321.38,"1.95"
"CHEMBL1767063","O=C(O)/C=C/c1cccc2c(=O)[nH]ccc12","IC50","'='",6600,"nM",5.18,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1765088","Inhibition of full length human PARP-1 after 10 mins by FlashPlate scintillation proximity assay","J. Med. Chem.",2011,"0",215.21,"1.63"
"CHEMBL4471547","NC(=O)c1cccc2c1O/C(=C\c1cccc(C(=O)NCCc3nc4cc(F)ccc4[nH]3)c1)C2=O","IC50","'='",97,"nM",7.01,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL4304742","Inhibition of human full-length N-terminal GST-tagged PARP1 expressed in baculovirus infected Sf9 insect cells using histone as substrate measured after 1 hr by horseradish peroxidase-coupled chemiluminescence assay","J Med Chem",2019,"0",470.46,"3.39"
"CHEMBL4465327","COc1cc(O)c(Cl)c(C)c1-c1cc(O)cc2cc3c(c(O)c12)C(=O)c1c(O)cc(O)cc1C3(C)C","IC50","'='",4860,"nM",5.31,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL4387747","Inhibition of recombinant human full length C-terminal His-tagged PARP1 expressed in Sf9 insect cells preincubated for 15 mins followed by NAD+ addition and measured after 40 mins by fluorescence based assay","Bioorg Med Chem Lett",2019,"2",506.94,"5.88"
"CHEMBL609862","CNCc1ccc(-n2cc3cccc(C(N)=O)c3n2)cc1","IC50","'='",3.8,"nM",8.42,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3425485","Inhibition of PARP1 (unknown origin)","J. Med. Chem.",2015,"0",280.33,"1.84"
"CHEMBL1095605","CNCc1cccc(-n2cc3cccc(C(N)=O)c3n2)c1","IC50","'='",5.3,"nM",8.28,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1157008","Inhibition of human PARP1 by SPA","J. Med. Chem.",2009,"0",280.33,"1.84"
"CHEMBL124749","Cc1cccc2c(O)nc(-c3ccccc3)nc12","IC50","'='",795,"nM",6.1,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3098040","Inhibition of PARP1 (unknown origin) after 1 hr by spectrophotometry","ACS Med. Chem. Lett.",2013,"0",236.27,"3.31"
"CHEMBL1096560","NC(=O)c1cccc2nn(-c3ccccc3)nc12","IC50","'='",71,"nM",7.15,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1157008","Inhibition of human PARP1 by SPA","J. Med. Chem.",2009,"0",238.25,"1.52"
"CHEMBL4437593","O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(c2nc(-c3cccc4[nH]ccc34)nc(N3CCOCC3)n2)CC1","IC50","'='",0.6457,"nM",9.19,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL4376860","Inhibition of recombinant human PARP1 using histone as substrate after 1 hr in presence of biotinylated NAD+ by ELISA","J Med Chem",2020,"1",645.7,"3.79"
"CHEMBL594999","O=C1NCC2c3c(cccc31)CCN2C(=O)c1cccc(Cl)c1","IC50","'='",37,"nM",7.43,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1153250","Inhibition of human PARP1 by scintillation proximity assay","Bioorg. Med. Chem. Lett.",2010,"0",326.78,"2.82"
"CHEMBL4089522","NC(=O)c1cccc(NC(=O)/C=C\C(=O)N2CCN(c3ccc(F)cc3)CC2)c1","IC50","'='",562.34,"nM",6.25,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL4020766","Inhibition of recombinant human full length His6-tagged PARP1 expressed in Escherichia coli BL21(DE3) preincubated for 15 mins followed by biotinylated NAD+ addition by chemiluminescence assay","Bioorg Med Chem Lett",2017,"0",396.42,"1.77"
"CHEMBL365077","COc1ccc(C2=CCN(CCCc3nc(O)c4ccccc4n3)CC2)cc1","IC50","'='",8.3,"nM",8.08,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1137205","In vitro inhibitory concentration against human recombinant Poly (ADP-ribose) polymerase 1","J. Med. Chem.",2004,"0",375.47,"4.07"
"CHEMBL3663645","CC(C)N1CCC(n2c(=O)c3c(C(N)=O)cccc3n2C)CC1","IC50","'='",130,"nM",6.89,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL3638556","PAR Assay: Cellular activity of PARP-1 inhibitors was assessed by measuring the inhibition of the hydrogen peroxide induced PAR formation in HeLa cells (ECACC). Cellular PAR levels were measured by immunocytochemistry, and quantified using an ArrayScan vTi instrument (Cellomics Thermo Scientific). Studies were performed as follows: 6000 cells/well were seeded in 96 well plates (Perkin Elmer) in MEM/10% FCS and incubated for 24 hours at 37 C., 5% carbon dioxide. Test compounds were then added at the required concentration for 30 minutes. DNA damage was then induced adding hydrogen peroxide at the concentration of 0.1 mM for 15 minutes. Concentration curves were prepared in MEM/10% FCS from compound stocks in DMSO, and final DMSO concentration was 0.002% (v/v). Duplicate wells for each concentration point were prepared with a typical highest compound concentration of 20 uM and serial dilution 1:3. Plates were dried and fixed adding cold methanol-acetone (70:30) solution for 15 minutes at room temperature.","",2015,"0",316.41,"1.48"
"CHEMBL201913","O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCCNCC1","IC50","'='",9,"nM",8.05,"CHEMBL3105","Poly [ADP-ribose] polymerase-1","CHEMBL1138134","Inhibitory activity against PARP1","Bioorg. Med. Chem. Lett.",2006,"0",362.43,"2.36"
